Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Date,Classifier
Clause,https://www.crunchbase.com/organization/clause,"Infrastructure, Internet, Internet of Things, Legal, Natural Language Processing, Real Time","New York, New York, United States",The Digital Contracting Platform,6293179,USD,6293179,6/27/19,N
Commonwealth Fusion,https://www.crunchbase.com/organization/commonwealth-fusion-systems,"Clean Energy, Electrical Distribution, Energy, Renewable Energy, Solar","Cambridge, Massachusetts, United States",Commonwealth Fusion develops energy through inexhaustible power plant.,115000000,USD,115000000,6/27/19,Y
Florence,https://www.crunchbase.com/organization/florence,"Health Care, Marketplace, Nursing and Residential Care, Recruiting","London, England, United Kingdom",Florence is an online marketplace that connects vacant care home shifts to local nurses and carers looking for extra work,9276798,USD,9276798,6/27/19,N
AUrate,https://www.crunchbase.com/organization/aurate,"E-Commerce, Industrial, Jewelry","New York, New York, United States",AUrate offers its clients a variety of  jewelries through direct selling and online.,15630000,USD,15630000,6/27/19,N
Foodics,https://www.crunchbase.com/organization/foodics,"Information Services, Management Information Systems, Restaurants, Software","Dubai, Dubai, United Arab Emirates",Foodics is a cloud-based restaurant management system.,8000000,USD,8000000,6/27/19,N
WeGift,https://www.crunchbase.com/organization/wegift,"E-Commerce, Financial Services, Gift Card, Internet, SaaS","London, England, United Kingdom","The world’s leading platform for real-time on demand digital incentives, pay outs and rewards thanks to eGift Cards",6350000,GBP,7973990,6/27/19,N
Zycada Networks,https://www.crunchbase.com/organization/zycada-networks,"B2B, Mobile, SaaS","Milpitas, California, United States",The Zycada Orchestration Network enhances any multi-CDN/Cloud environment to give every device the best possible Quality of Experience,10650000,USD,10650000,6/27/19,N
C2RO,https://www.crunchbase.com/organization/c2ro,"Artificial Intelligence, Big Data, Business Intelligence, Cloud Computing, Computer Vision, Retail Technology, SaaS, Software","Montréal, Quebec, Canada","Privacy-aware video analytics using proprietary edge-cloud AI for Physical Retail, Mall, Smart City and Enterprise Market.",3427560,USD,3427560,6/27/19,N
Taster,https://www.crunchbase.com/organization/taster,"Food Delivery, Restaurants","London, England, United Kingdom",Taster is a collection of food brands made for delivery.,13100000,USD,13100000,6/27/19,N
Hujing Tiaoyue,https://www.crunchbase.com/organization/hujing-tiaoyue,"Artificial Intelligence, Robotics","Beijing, Beijing, China",Hujing Tiaoyue is an AI sales marketing solution provider.,3000000,USD,3000000,6/27/19,N
Fuzzy,https://www.crunchbase.com/organization/fuzzy,"Consumer Applications, Home Health Care, Home Services, Pet, Veterinary","San Francisco, California, United States",Fuzzy is a subscription-based pet healthcare startup making pet care accessible and affordable.,12500000,USD,12500000,6/28/19,N
Exyn Technologies,https://www.crunchbase.com/organization/exyn-technologies,"Drones, Navigation, Robotics","Philadelphia, Pennsylvania, United States",Exyn Technologies is developing autonomous aerial robot systems.,23300000,USD,23300000,6/28/19,N
Odeza,https://www.crunchbase.com/organization/odeza,"Artificial Intelligence, Enterprise Applications, Enterprise Software, Health Care, Internet, Messaging, mHealth, Mobile Payments, Outpatient Care, Wellness","Chicago, Illinois, United States",Automated Concierge Messaging Platform for Healthcare,,,,6/28/19,N
Once Upon Publishing,https://www.crunchbase.com/organization/once-upon-publishing,"Apps, Consumer, Online Portals","Skellefteå, Vasterbottens Lan, Sweden",The new way to make photo books.,2383469,USD,2383469,6/29/19,N
Clever Real Estate,https://www.crunchbase.com/organization/clever-real-estate,"Commercial Real Estate, Real Estate, Real Estate Investment","St Louis, Missouri, United States","A platform that connects homeowners with top real estate agents in their area, who can help them sell for as little as $3,000 in commission.",5100000,USD,5100000,6/30/19,N
Finaktiva,https://www.crunchbase.com/organization/finaktiva,"FinTech, Information Technology, Lending, Small and Medium Businesses","Medellín, Antioquia, Colombia",Online lending platform for high impact SMEs in Colombia,15000000,USD,15000000,6/30/19,N
Airsorted,https://www.crunchbase.com/organization/airsorted,"Property Management, Real Estate, Rental","London, England, United Kingdom","Airsorted is a short-let host management service that increases yields and handles everything including the cleaning, laundry and keys.",10257960,GBP,13901896,7/1/19,N
Tara AI,https://www.crunchbase.com/organization/tara,"Artificial Intelligence, Developer Tools, Enterprise Software, Information Technology, Machine Learning, Software, Software Engineering","San Jose, California, United States",Tara AI is a platform designed to help modern software teams manage and deliver across their product development lifecycle.,13000000,USD,13000000,7/1/19,N
SweetEscape,https://www.crunchbase.com/organization/sweetescape,"Apps, Artificial Intelligence, Developer Platform, Photography","Singapore, Central Region, Singapore",A global AI driven photography platform with tens of thousands of photographers that offers photoshoots for consumers and businesses.,7000000,USD,7000000,7/1/19,N
Ironhack,https://www.crunchbase.com/organization/ironhack,"Education, UX Design, Web Development","Madrid, Madrid, Spain","Ironhack is an international tech and design school that believes the best way to learn how to do something, is by actually doing it.",7000000,USD,7000000,7/1/19,N
SAFE,https://www.crunchbase.com/organization/safe-2,"Apps, Blockchain, Health Care, Information Technology, Software","Santa Monica, California, United States",SAFE has created the easiest way to get tested for STDs and verify the health status of potential partners.,5300000,USD,5300000,7/1/19,N
Talmix,https://www.crunchbase.com/organization/talmix,"Consulting, Enterprise Software, Human Resources, Management Consulting, Recruiting, Small and Medium Businesses","London, England, United Kingdom","Talmix instantly matches client requirements to independent business talent from its global pool of 40,000 consultants.",14970865,USD,14970865,7/1/19,N
DotLab,https://www.crunchbase.com/organization/dot-lab,"Health Care, Medical","San Francisco, California, United States",Women's health diagnostics using novel biomarkers and machine learning,12650000,USD,12650000,7/1/19,N
NOW Money,https://www.crunchbase.com/organization/now-money,"Banking, Financial Services, Information Technology, Mobile Payments","Dubai, Dubai, United Arab Emirates",NOW Money uses mobile banking technology to bring accounts and remittance to the unbanked population of the Middle East.,2277440,USD,2277440,7/1/19,N
BetaSmartz,https://www.crunchbase.com/organization/betasmartz,"Asset Management, B2B, Big Data, Finance, Financial Services, FinTech, SaaS, Wealth Management","Singapore, Central Region, Singapore","Digital investment platform offering investment, administrative and operational solutions to financial institutions",5000000,USD,5000000,7/1/19,N
JetCrypto,https://www.crunchbase.com/organization/jetcrypto,"Human Computer Interaction, Information Technology, Internet of Things, Mobile Payments, Payments, Security, Virtual Currency","New York, New York, United States","SaaS, Platform, Mobile App, Cloud, Distributed Ledger, PKI, Security, ATM, POS Terminals, Cards",2060000,USD,2060000,7/1/19,N
imortgage2u,https://www.crunchbase.com/organization/imortgage2u,"Consulting, Financial Services, Information Technology, Property Management, Real Estate Investment, Software","Puchong, Selangor, Malaysia",The one-stop mortgage solution platform for our business partner to pre-screen the max loan eligibility amounts before applying loan.,824371,USD,824371,7/1/19,N
Choice Market,https://www.crunchbase.com/organization/choice-market,Food and Beverage,"Denver, Colorado, United States",Choice Market is a New Kind of Convenience Store.,3200000,USD,3200000,7/1/19,N
Comparisun,https://www.crunchbase.com/organization/comparisun,"B2B, Communities, Education, Internet, Small and Medium Businesses","Tel Aviv, Tel Aviv, Israel",Small Business Community & Education Platform,350000,USD,350000,7/1/19,N
Bliimo,https://www.crunchbase.com/organization/bliimo,"Concerts, Event Management, Event Promotion, Events, Mobile Apps, Ticketing","Pasig, Rizal, Philippines","Book, pay, and get your event passes all in one app!",20000000,PHP,395967,7/1/19,N
QuantumCore,https://www.crunchbase.com/organization/quantumcore,Internet,"Tokyo, Tokyo, Japan","QuantumCore develops reservoir computing solutions, including a multivariate time-series processing solution.",200000000,JPY,1827826,7/1/19,N
Wellsun,https://www.crunchbase.com/organization/wellsun,"Environmental Consulting, Renewable Energy, Solar","Delft, Zuid-Holland, The Netherlands",Wellsun is improving the energy performance of the building environment,600000,EUR,719472,7/1/19,Y
AX Semantics,https://www.crunchbase.com/organization/ax-semantics,"Artificial Intelligence, Content, Information Technology, Natural Language Processing, Publishing, SaaS, Software","Stuttgart, Baden-Wurttemberg, Germany",AX Semantics is the AI-powered content generation solution for the digital age. We give companies copywriting superpowers.,,,,7/1/19,N
REVOLUTION Turbine Technologies,https://www.crunchbase.com/organization/revolution-turbine-technologies,"Oil and Gas, Renewable Energy","Asheville, North Carolina, United States",Clean Energy,1600000,USD,1600000,7/1/19,Y
ixLayer,https://www.crunchbase.com/organization/ixlayer,"Cloud Data Services, Cloud Infrastructure, Electronic Health Record (EHR), Genetics, Infrastructure, Personal Health","San Francisco, California, United States","A complete solution for Precision Health Testing for Health system, Pharmaceuticals & Population Health.",,,,7/1/19,N
Propelld,https://www.crunchbase.com/organization/propelld,"Education, Financial Services, FinTech","Bengaluru, Karnataka, India",Propelld is a student education financing platform.,2450000,USD,2450000,7/2/19,N
Clear Review,https://www.crunchbase.com/organization/clear-review,"Human Resources, Software","London, England, United Kingdom","Clear Review is an award-winning, Continuous Performance Management System.",3100000,GBP,3953426,7/2/19,N
Sucheon,https://www.crunchbase.com/organization/sucheon,"Artificial Intelligence, Robotics","Xiamen, Fujian, China",Sucheon is a AI-driven machine fault diagnostic equipment developer.,1455000,USD,1455000,7/2/19,N
Capital Rx,https://www.crunchbase.com/organization/capital-rx,"Health Care, Medical","New York, New York, United States",Prescription benefit administrator,19000000,USD,19000000,7/3/19,N
GoComet,https://www.crunchbase.com/organization/comet-freight-forwarding,"Enterprise Software, Freight Service, Logistics, SaaS, Software","Singapore, Central Region, Singapore",Logistics resource management (LRM) platform connecting manufacturers & freight providers to automate international freight processes,2200000,USD,2200000,7/3/19,N
